TEXT,TWEET_CREATED,NAME,_UNIT_ID,RETWEET_COUNT,IS_REPLY,IS_RETWEET,FAVES,REPLIES
"@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?",2023-12-23T12:47:00.000Z,bxchen,681448310,0,true,false,92,89
"@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.",2023-10-23T12:00:00.000Z,seimatrun,681448312,0,false,true,199,146
"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?",2023-10-23T11:56:00.000Z,jamied7,681448314,0,true,false,206,169
"@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt",2024-03-23T11:46:00.000Z,seimatrun,681448317,0,false,false,289,146
"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.",2024-05-23T11:32:00.000Z,mrmichaellay,681448319,0,false,false,15,158
"@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?",2024-02-23T11:28:00.000Z,TaylorLumsden,681448320,0,true,false,363,234
"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",2024-03-23T11:24:00.000Z,campusmoviefest,681448321,0,false,false,308,218
"@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks",2024-04-23T11:22:00.000Z,TaylorLumsden,681448322,0,true,false,380,236
"@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.",2023-11-23T11:02:00.000Z,meme_meng,681448324,0,true,false,271,70
"@VirginAmerica what happened to Doom?!",2024-06-23T10:58:00.000Z,kyle_romanoff,681448326,0,true,false,398,3
"@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness",2023-11-23T10:56:00.000Z,GunsNDip,681448329,0,true,false,123,146
"@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G",2024-02-23T10:56:00.000Z,artisticwritr87,681448331,0,true,false,152,134
"@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(",2023-10-23T10:54:00.000Z,arieldaie,681448334,0,true,false,177,215
"@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness",2024-02-23T10:54:00.000Z,GunsNDip,681448336,0,false,true,46,204
"@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin",2024-06-23T10:38:00.000Z,GunsNDip,681448338,0,false,false,262,128
"@VirginAmerica I�۪m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R",2024-02-23T10:29:00.000Z,jsatk,681448340,0,true,false,279,205
"@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code",2024-05-23T10:15:00.000Z,serenaklal,681448342,0,false,true,332,158
"@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4",2023-11-23T10:09:00.000Z,openambit1,681448345,0,true,false,210,14
"@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?",2023-10-23T10:04:00.000Z,cabowine,681448347,0,true,false,370,2
"@VirginAmerica Why is the site down?  When will it be back up?",2023-10-23T09:57:00.000Z,MaryAnnTaylorT,681448349,0,true,false,93,191
"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",2024-01-23T09:45:00.000Z,RamotControl,681448353,0,true,false,111,115
"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",2024-03-23T09:35:00.000Z,losermelon,681448355,0,true,false,360,147
"@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .",2024-04-23T09:29:00.000Z,AlisonK33774854,681448358,0,true,false,156,155
"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",2024-03-23T09:28:00.000Z,GunsNDip,681448360,0,true,false,251,12
"@VirginAmerica why is flight 345 redirected?",2024-05-23T09:26:00.000Z,yazdanagh,681448362,0,true,false,211,158
"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",2024-04-23T09:25:00.000Z,MerchEngines,681448364,0,false,false,4,108
"@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y",2024-01-23T09:18:00.000Z,ColorCartel,681448366,0,false,false,390,151
"@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable",2024-01-23T09:11:00.000Z,MustBeSpoken,681448369,0,true,false,121,84
"@virginamerica What is your phone number. I can't find who to call about a flight reservation.",2024-04-23T08:29:00.000Z,mattbunk,681448371,0,true,false,315,155
"@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.",2023-11-23T08:19:00.000Z,louisjenny,681448373,0,true,false,232,42
"@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM",2024-05-23T08:19:00.000Z,STravelsW,681448376,0,true,false,15,236
"@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax",2023-11-23T08:11:00.000Z,GunsNDip,681448377,0,true,false,212,55
"@VirginAmerica check out new music http://t.co/maRcnOCWzn",2024-05-23T08:08:00.000Z,joeyrenagade,681448379,0,true,false,112,165
"@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky",2024-04-23T08:08:00.000Z,mrmichaellay,681448382,0,true,false,88,159
"@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.",2023-10-23T07:51:00.000Z,GunsNDip,681448383,0,true,false,171,111
"@VirginAmerica - amazing customer  service, again! _�ե_�ե RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",2024-02-23T07:50:00.000Z,TheDuchessSF,681448385,0,true,false,63,8
"@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm",2024-02-23T07:40:00.000Z,BeLeather,681448387,0,false,true,240,12
"@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.",2024-01-23T07:40:00.000Z,BeLeather,681448389,0,false,true,351,226
"@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?",2023-10-23T07:28:00.000Z,drcaseydrake,681448391,0,true,false,219,164
"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",2024-04-23T06:57:00.000Z,flyfromWAS,681448393,0,true,false,397,30
"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",2023-11-23T06:57:00.000Z,flyfromSEA,681448395,0,false,false,302,36
"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",2024-02-23T06:57:00.000Z,flyfromNYC,681448397,0,true,false,59,142
"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",2023-11-23T06:57:00.000Z,flyfromLAX,681448400,0,true,false,160,103
"@VirginAmerica Have a great week _��_���",2023-11-23T06:51:00.000Z,Silvanabfer,681448402,0,false,true,181,210
"@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH",2024-03-23T06:07:00.000Z,AdamJdubs,681448404,0,false,true,102,0
"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?",2024-03-23T05:15:00.000Z,nicholas_v,681448406,0,false,false,232,2
"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",2023-11-23T03:01:00.000Z,tstashajones,681448408,0,false,false,121,138
"@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!",2024-01-23T00:35:00.000Z,SkateMamas,681448410,0,false,false,101,7
"@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.",2024-02-23T00:21:00.000Z,dngoo,681448413,0,true,false,38,104
"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",2024-03-23T00:06:00.000Z,SamBrittenham,681448415,0,false,true,312,95
"@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?",2024-01-22T22:39:00.000Z,usagibrian,681448419,0,false,false,354,181
"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?",2023-11-22T22:11:00.000Z,usagibrian,681448421,0,true,false,29,7
"@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370",2024-01-22T21:56:00.000Z,KindofLuke,681448423,0,true,false,355,58
"@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!",2023-10-22T20:23:00.000Z,ptbrodie,681448426,0,false,true,293,225
"@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!",2024-03-22T17:48:00.000Z,cheryleng,681448429,0,false,true,338,214
"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?",2024-04-22T17:45:00.000Z,HishamSharaby,681448431,0,true,false,169,201
"@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!",2024-01-22T17:14:00.000Z,ChrisFordisHere,681448432,0,true,false,55,111
"@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue",2024-02-22T16:18:00.000Z,JKF1897,681448433,0,true,false,60,89
"@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?",2023-10-22T16:05:00.000Z,F6x,681448435,0,true,false,178,217
"@VirginAmerica is flight 882 Cancelled Flightled and what do I do if it is?",2024-04-22T15:41:00.000Z,lawyang588,681448437,0,false,false,259,53
"@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.",2023-12-22T15:40:00.000Z,melokudo,681448440,0,false,true,165,27
"@VirginAmerica @FiDiFamilies us too! Terrible airline! Just gave us a hotel hotline number and said sorry",2024-01-22T15:06:00.000Z,ChrysiChrysic,681448442,0,false,false,358,54
"@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?",2024-03-22T15:03:00.000Z,nikkisixxfan93,681448444,0,false,false,20,54
"@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!",2024-01-22T15:02:00.000Z,ChrysiChrysic,681448446,0,false,false,283,96
"@VirginAmerica Another delayed flight? #likingyoulessandless",2024-01-22T14:49:00.000Z,MOCBlogger,681448448,0,true,false,86,18
"@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise",2024-01-22T14:39:00.000Z,tfaz,681448451,0,false,true,309,96
"@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015",2023-12-22T14:32:00.000Z,lisaptv,681448453,1,false,true,38,22
"@VirginAmerica, @reallytallchris dropped a track on you... https://t.co/zv2pt6TRK9",2024-06-22T14:31:00.000Z,dropapp,681448455,0,true,false,103,111
"@VirginAmerica always!!! Xoxo",2023-11-22T14:09:00.000Z,HollywoodHotMom,681448457,0,true,false,387,182
"@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated",2024-03-22T14:07:00.000Z,GoShar2012,681448459,0,false,false,227,132
"@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame",2023-10-22T14:03:00.000Z,MOCBlogger,681448461,0,false,true,366,71
"@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!",2024-03-22T13:55:00.000Z,SkateMamas,681448464,0,false,true,57,123
"@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service _���",2024-04-22T13:49:00.000Z,FiDiFamilies,681448466,0,false,false,4,41
"@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas",2024-03-22T13:47:00.000Z,jarrydosborne,681448468,0,false,true,9,140
"@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!",2024-03-22T13:45:00.000Z,HollywoodHotMom,681448470,0,true,false,324,160
"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",2024-04-22T13:29:00.000Z,mlorenzen,681448471,0,true,false,375,6
"@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.",2024-02-22T13:23:00.000Z,Tyler_Starrine,681448474,0,true,false,2,102
"Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.",2024-06-22T12:49:00.000Z,jessicajaymes,681448476,2,false,true,3,193
"@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf",2023-11-22T12:35:00.000Z,livingfitly,681448478,0,false,true,227,128
".@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.",2024-05-22T12:34:00.000Z,khartline,681448480,0,true,false,298,214
".@VirginAmerica does that mean you don't have a policy for destroyed luggage?",2024-06-22T12:27:00.000Z,khartline,681448484,0,true,false,397,208
"@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?",2024-04-22T11:56:00.000Z,MACRoxburgh,681448487,0,true,false,117,39
"@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-)",2024-01-22T11:33:00.000Z,paulnakada,681448488,0,false,false,319,204
"@VirginAmerica is your website ever coming back online?",2024-04-22T11:13:00.000Z,wildcatdad,681448489,0,true,false,3,178
"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?",2024-05-22T11:10:00.000Z,RheaThurman1,681448491,0,false,true,388,214
"@VirginAmerica Is flight 0769 out of LGA to DFW on time?",2024-04-22T11:10:00.000Z,Osiris91780,681448496,0,true,false,159,62
"@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?",2023-12-22T11:10:00.000Z,HeatherWhoo,681448498,0,true,false,125,190
"@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.",2024-06-22T11:02:00.000Z,paulnakada,681448500,0,true,false,321,29
"@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!",2023-11-22T11:01:00.000Z,RampantSmashing,681448502,0,false,false,283,216
"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site",2024-01-22T10:38:00.000Z,intlwriter,681448504,0,true,false,45,170
"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable.",2024-01-22T10:30:00.000Z,finslippy,681448506,0,false,true,277,134
"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)",2024-01-22T10:29:00.000Z,finslippy,681448509,0,true,false,336,220
"@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter",2024-04-22T10:19:00.000Z,Gr8Fratsby,681448511,0,false,false,104,108
"@VirginAmerica is the website down?",2024-03-22T08:56:00.000Z,sbaaronson,681448513,0,false,false,338,148
"@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2",2023-12-22T08:53:00.000Z,jonesbasf,681448515,0,true,false,232,118
"@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers",2024-05-22T05:51:00.000Z,Gr8Fratsby,681448517,0,true,false,57,19
"@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2",2024-03-22T05:02:00.000Z,NewsSWA,681448520,0,true,false,235,44
